,author_id,created_at,text,lang,id
83,1498321275080658953,2022-06-28T23:02:51.000Z,"How AI Analyzes facial expressions?

#artificialintelligence #künstlicheIntelligenz
 #100DaysOfCode #CyberSecurity #Blockchain #DataSecurity #dataScientist #5G #DataAnalytics #Python #IoT #MachineLearning #java #TensorFlow #Cloud #coding https://t.co/On2YOnO5Ha",en,1541920089666109440
84,1500562744919171073,2022-06-28T23:02:45.000Z,"How AI Analyzes facial expressions?

#artificialintelligence #künstlicheIntelligenz
 #100DaysOfCode #CyberSecurity #Blockchain #DataSecurity #dataScientist #5G #DataAnalytics #Python #IoT #MachineLearning #java #TensorFlow #Cloud #coding https://t.co/cZ2dPG4ZjX",en,1541920065054019586
85,1498321275080658953,2022-06-28T23:02:33.000Z,"Cybersecurity Concepts, Types, and Jobs

#artificialintelligence #künstlicheIntelligenz
 #100DaysOfCode #CyberSecurity #Blockchain #DataSecurity #dataScientist #5G #DataAnalytics #Python #IoT #MachineLearning #java #TensorFlow #Cloud #coding https://t.co/Zab6MzyPg4",en,1541920012683837443
86,1500562744919171073,2022-06-28T23:02:27.000Z,"Cybersecurity Concepts, Types, and Jobs

#artificialintelligence #künstlicheIntelligenz
 #100DaysOfCode #CyberSecurity #Blockchain #DataSecurity #dataScientist #5G #DataAnalytics #Python #IoT #MachineLearning #java #TensorFlow #Cloud #coding https://t.co/Qgogiw3PAK",en,1541919987752996864
87,1498321275080658953,2022-06-28T23:02:17.000Z,"Definition and countermeasures for 'start and end of web security' SQL injection

#artificialintelligence #künstlicheIntelligenz
 #100DaysOfCode #CyberSecurity #Blockchain #DataSecurity #dataScientist #5G #DataAnalytics #Python #Io…https://t.co/uVRGBY1mCg https://t.co/vyvy5Q3Lvq",en,1541919946690682880
88,1500562744919171073,2022-06-28T23:02:09.000Z,"Definition and countermeasures for 'start and end of web security' SQL injection

#artificialintelligence #künstlicheIntelligenz
 #100DaysOfCode #CyberSecurity #Blockchain #DataSecurity #dataScientist #5G #DataAnalytics #Python #Io…https://t.co/Ji4q1Pya0w https://t.co/wbOfZbV5or",en,1541919912578482178
89,1498321275080658953,2022-06-28T23:02:00.000Z,"How to Protect Yourself from Ransomware and Online Scams?

#artificialintelligence #künstlicheIntelligenz
 #100DaysOfCode #CyberSecurity #Blockchain #DataSecurity #dataScientist #5G #DataAnalytics #Python #IoT #MachineLearning #j…https://t.co/cmQhZ1kLLc https://t.co/C1wIfJ8dkc",en,1541919876545118213
90,1500562744919171073,2022-06-28T23:01:54.000Z,"How to Protect Yourself from Ransomware and Online Scams?

#artificialintelligence #künstlicheIntelligenz
 #100DaysOfCode #CyberSecurity #Blockchain #DataSecurity #dataScientist #5G #DataAnalytics #Python #IoT #MachineLearning #j…https://t.co/B0g0gzwiGM https://t.co/y7rAQEhQSZ",en,1541919851765170183
91,1498321275080658953,2022-06-28T23:01:45.000Z,"The meaning and prevention of 'credential stuffing'

#artificialintelligence #künstlicheIntelligenz
 #100DaysOfCode #CyberSecurity #Blockchain #DataSecurity #dataScientist #5G #DataAnalytics #Python #IoT #MachineLearning #java #TensorFlow #Cloud #coding https://t.co/OfeGUWOSN6",en,1541919812720508929
92,1500562744919171073,2022-06-28T23:01:39.000Z,"The meaning and prevention of 'credential stuffing'

#artificialintelligence #künstlicheIntelligenz
 #100DaysOfCode #CyberSecurity #Blockchain #DataSecurity #dataScientist #5G #DataAnalytics #Python #IoT #MachineLearning #java #TensorFlow #Cloud #coding https://t.co/4epQDJDKr7",en,1541919788540346368
93,1498321275080658953,2022-06-28T23:01:29.000Z,"“The Evolution Continues” All About DDoS Attacks

#artificialintelligence #künstlicheIntelligenz
 #100DaysOfCode #CyberSecurity #Blockchain #DataSecurity #dataScientist #5G #DataAnalytics #Python #IoT #MachineLearning #java #TensorFlow #Cloud #coding https://t.co/0Xig86bnx8",en,1541919745427005442
94,1500562744919171073,2022-06-28T23:01:23.000Z,"“The Evolution Continues” All About DDoS Attacks

#artificialintelligence #künstlicheIntelligenz
 #100DaysOfCode #CyberSecurity #Blockchain #DataSecurity #dataScientist #5G #DataAnalytics #Python #IoT #MachineLearning #java #TensorFlow #Cloud #coding https://t.co/mzE23qp7cG",en,1541919718788972545
95,1498321275080658953,2022-06-28T23:01:12.000Z,"""Komatsu's smart factory"" aiming for 5G based on the lessons of ""full automation""

#artificialintelligence #künstlicheIntelligenz
 #100DaysOfCode #CyberSecurity #Blockchain #DataSecurity #dataScientist #5G #DataAnalytics #Python #I…https://t.co/oKizuvNGbO https://t.co/2osn8P6AG0",en,1541919674409025540
96,1500562744919171073,2022-06-28T23:01:06.000Z,"""Komatsu's smart factory"" aiming for 5G based on the lessons of ""full automation""

#artificialintelligence #künstlicheIntelligenz
 #100DaysOfCode #CyberSecurity #Blockchain #DataSecurity #dataScientist #5G #DataAnalytics #Python #I…https://t.co/q47B4sNpRA https://t.co/eCEsyXSJjH",en,1541919648215613443
97,1528856711725031425,2022-06-28T23:00:55.000Z,"https://t.co/8oALcKzJt6 
#python3 #python #coding #graphics #100daysofcode #visualization #neuralnetworks #programming
 
Deep Learning for Coders with Fastai and PyTorch: AI Applications Without a PhD",en,1541919603185573891
98,1500562744919171073,2022-06-28T23:00:47.000Z,"What is a CDN?

#artificialintelligence #künstlicheIntelligenz
 #100DaysOfCode #CyberSecurity #Blockchain #DataSecurity #dataScientist #5G #DataAnalytics #Python #IoT #MachineLearning #java #TensorFlow #Cloud #coding https://t.co/r1V2BBprOl",en,1541919567819276293
99,1498321275080658953,2022-06-28T23:00:39.000Z,"What is a CDN?

#artificialintelligence #künstlicheIntelligenz
 #100DaysOfCode #CyberSecurity #Blockchain #DataSecurity #dataScientist #5G #DataAnalytics #Python #IoT #MachineLearning #java #TensorFlow #Cloud #coding https://t.co/08TjI5Ed6N",en,1541919534298300417
